"Board_Name", "Article_URL"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1560963449.A.B58.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1560271540.A.08B.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1559831768.A.5B2.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1559169870.A.4EC.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1559097112.A.E2E.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1558982188.A.D6D.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1558684783.A.02C.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1558406617.A.B82.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1558172394.A.325.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1557931649.A.FB5.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1557821121.A.507.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1557813535.A.A46.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1557747165.A.978.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1557723956.A.CD5.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1556908878.A.25F.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1556678592.A.3D8.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1556599931.A.5F3.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1556359522.A.177.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1555924564.A.4B6.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1555733505.A.56D.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1555647741.A.82C.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1555573380.A.E2E.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1555316728.A.D05.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1555260765.A.7C5.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1555239549.A.BE6.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1555139210.A.AE3.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1554702884.A.CC7.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1554567906.A.102.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1554354172.A.DA7.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1554049015.A.27E.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1554020001.A.54A.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1554017317.A.E86.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1553577203.A.CD3.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1553106935.A.8FA.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1552693913.A.096.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1552497833.A.AA8.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1552458608.A.54D.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1552417875.A.3F3.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1552018214.A.0BD.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1552001000.A.3EB.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551936930.A.B16.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551931372.A.654.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551542875.A.299.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551352510.A.FBF.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551291622.A.B64.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551279249.A.4AA.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551261630.A.02B.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551155703.A.083.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551154064.A.1BC.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551145232.A.F33.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1551025860.A.587.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1550999070.A.E45.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1550992490.A.C53.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1550984958.A.615.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1550920718.A.DB0.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1550803665.A.424.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1550800593.A.28D.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1550634271.A.B7F.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1550134487.A.28F.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1549947143.A.9BA.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1549911191.A.0E9.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1549874964.A.B9B.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1549198394.A.4F0.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1548782504.A.8CE.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1548754111.A.C49.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1548577058.A.AB9.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1547722674.A.154.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1547622702.A.60A.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1547492172.A.A36.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1546579855.A.2A7.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1546232155.A.72F.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1545936253.A.F18.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1545392365.A.05D.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1545235896.A.6AB.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1545201965.A.A80.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1544935907.A.83B.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1544788229.A.806.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1544771496.A.A71.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1544450230.A.7A6.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1544372054.A.004.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1544180206.A.690.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1543670061.A.025.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1542783849.A.59B.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1542516025.A.B51.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1542260006.A.400.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1542079326.A.F1A.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1542060346.A.DBE.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1541824309.A.845.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1541670214.A.564.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1541651242.A.808.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1540899056.A.A77.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1540891962.A.190.html"
"C_Chat", "https://www.ptt.cc/bbs/C_Chat/M.1540796819.A.2DB.html"
