"Serial_Number", "User_ID", "Main_Content", "Time", "Max_Word_Indicator"
"NBA#M.1543389072.A.088#00000", "go190214", "甜瓜獨幹球風適合弱隊 籃網、騎士是最佳選擇<br><br>梁起華<br><br>目前還算是休士頓火箭隊一員的前鋒球員「甜瓜」安東尼(Carmelo Anthony)，今年來到<br>休士頓火箭隊後適應不良，即使有控球後衛好友保羅(Chris Paul)，還有以前帶過他的老<br>教練丹東尼(Mike D’Antoni)，但打慣「老大球」的安東尼到休士頓後，自己沒辦法改變<br>心態、改善球風，只打了10場球就被架空了，目前就等火箭隊將他釋出後，看哪一隊要他<br>了。<br><br>其實安東尼應該是加入同州的達拉斯「獨行俠隊」的…..？當然這是半開玩笑的，因為安<br>東尼向來就是「獨幹」的代名詞，他有一個不算是太光彩的數據，過去這兩年安東平均每<br>場比賽不到一次助攻，有媒體幫他算過，今年在休士頓的10場賽事，打了294分鐘，他總<br>共只傳出了五次助攻，等於要打快每一小時(59分鐘)才送一次助攻，所以獨幹個性和以往<br>一樣不變。<br><br>筆者對於安東尼的印象其實是留在2003年那一球季，當時的安東尼還是紐約雪城大學的大<br>一新生，2003年2月23日晚間，雪城大學和安東尼前往密西根州大所在地東蘭辛鎮(East<br>Lansing)挑戰，安東尼配合著前鋒隊友沃瑞克(Hakim Warrick)對決密州大當時如安德森<br>(Alan Anderson)、三分神射手希爾(Chris Hill)和曾獲選密西根州高中籃球先生的托伯<br>(Kelvin Torbert)等，當時的安東尼根本勢不可檔，密州大輪流派鋒衛球員上去盯他，安<br>東尼根本沒在怕，怎麼投怎麼進，三分球五投五中，總共得了25分。當晚他儼然就是籃球<br>大帝喬丹(Michael Jordan)的化身。<br><br>筆者當時對他的印象就是「讚嘆、獨幹、神準……和『討厭』」，因為那場比賽雪城以76<br>比75帶著險勝逃離東蘭辛鎮。那晚的比賽不但由ESPN全國直播、舉國注目，密州大的主場<br>Breslin Center球館將近1萬5000人坐個全滿，蘭辛鎮街道上呈現無人狀態，所有人只要<br>進不了球場的密州大教師生，都回家或聚在一起看直播球賽，而筆者當時也在宿舍電視前<br>和台灣同學一起觀看。NBA職籃多隊也派出球探前往觀賽，安東尼當年不但帶領雪城大學<br>摘得NCAA大學男籃的冠軍，沒幾個月他就以探花的身份被選進NBA了。<br><br>講了這麼多，只是想論述一點，「獨幹」就是安東尼的代名詞，NBA這些年來在杜蘭特稱<br>霸之前，安東尼一直是被聯盟認定為最強的進攻球員，但是論到多用途、全面化，安東尼<br>是搆不上邊的，在現在凡事講求多功用的NBA競賽裡，每名球員都至少要有攻守方面兩三<br>樣以上的功能，不管是得分、籃板、防守、助攻等。前述的杜蘭特或許目前還在顛峰，不<br>但超能得分之外，還有籃板與防守作後盾。<br><br>又例如拓荒者的非洲前鋒阿米尤(Al-Farouq Aminu)，這傢伙也是一拿到球只進不出、只<br>投不傳的獨幹王，今年以先發資格上場，也是每場球賽傳不到一次助攻。但阿米尤有籃板<br>，還有一點抄截作點綴。<br><br>重點還是在於命中率，過去五年安東尼的籃子一年比一年不準，而且有效投籃命中率<br>(effective FG)過去五年都不斷下降中，在球隊重建時期或是承平時間，球隊可以讓他玩<br>，但這兩年不論是到了奧克拉荷馬還是休士頓這種有爭冠壓力或是期待較深的球隊，是沒<br>有這種奢華時間與機會給他的，上了場就是要貢獻、出了手就是要有把握。以往在顛峰時<br>期把球傳給安東尼，等於進攻成功率高的逗點，現在球導在他身上變成無法完成的斷句…<br>…<br><br>雖然目前美國體育媒體一遍認為，應該由一些具有「季後賽相」的球隊出面認養安東尼，<br>但筆者倒是認為幾支東區墊底的弱隊、尤其在前鋒方面較弱的球隊較適合認領甜瓜，例如<br>克里夫蘭騎士、亞特蘭大老鷹和紐約的尼克與籃網兩支球隊。<br><br>騎士隊走了詹皇，目前人丁單薄，內有垃圾籃板王湯普森(Tristan Thompson)幫忙抓籃板<br>讓安東尼等著砍。紐約兩支隊伍一支是甜瓜曾待過的尼克隊，今年波爾辛吉斯(Kristaps<br>Porzingis)能不能上場都不知道，這時回來正是暫代的好時候。而籃網隊其實是最適合安<br>東尼的，他自己出生於布魯克林紅勾區(Red Hook)的政府公寓，離籃網巴克萊中心開車就<br>10分鐘距離。最重要的是籃網今年是進行重建的尾聲，不出一兩年要重回季後賽之林，尤<br>其最近傷掉了一個勒佛特(Caris LeVert)，在鋒線方面只有霍利斯˙傑佛森(Rondae<br>Hollis-Jefferson)、老將達德利(Jared Dudley)和卡洛(DeMarre Carroll)，三個人甚麼<br>都有，就是沒有如安東尼的得分能力。或許有甜瓜的加入，可以讓籃網重建的速度小小的<br>加快。<br><br>當然冷暖自知的還是安東尼自己，當(2003)年選秀會上前五順位的的球員，除他和目前已<br>回塞爾維亞老家養馬的榜眼米利契奇(Darco Milicic)之外，其他如詹皇、波許(Chris<br>Bosh)、韋德(Dwyane Wade)等都有冠軍戒指了。有句話說的好：「一個人的優點也就是他<br>的缺點」，這用在安東尼身上也是的，獨幹的球風是他的優點，但也是他的缺點。<br><br>https://bit.ly/2E1Q6dA<br><br>--<br>", "", ""
"NBA#M.1543389072.A.088#00001", "hank10228246", "我猜垃圾標題會被噓", "11/28 15:12", "0"
"NBA#M.1543389072.A.088#00002", "dragon803   ", "....這在寫什麼鬼", "11/28 15:12", "0"
"NBA#M.1543389072.A.088#00003", "Kelite      ", "在寫三小 弱隊要他幹嘛不如練新人 為什麼這種白癡，都能當記者？", "11/28 15:14", "0"
"NBA#M.1543389072.A.088#00004", "peace1way   ", "不用專欄了啦，他心態及角色無法改，沒人會想收的", "11/28 15:15", "0"
"NBA#M.1543389072.A.088#00005", "treetiger   ", "毒 幹 球風，抱歉打錯 是獨幹球風", "11/28 15:15", "0"
"NBA#M.1543389072.A.088#00006", "providence  ", "看到這標題直接案end然後留言應該是這篇最佳選擇吧?", "11/28 15:15", "1"
"NBA#M.1543389072.A.088#00007", "stevetsao123", "重建球隊要他幹嘛？以為還是以前的進攻萬花筒？", "11/28 15:16", "0"
"NBA#M.1543389072.A.088#00008", "aoka        ", "又開始扯籃網了，這些人是幾年沒看球", "11/28 15:17", "0"
"NBA#M.1543389072.A.088#00009", "dragon803   ", "內有垃圾籃板王湯普森(Tristan Thompson)幫忙抓籃板讓安東尼等著砍這樣講球員是垃圾沒問題嗎.....", "11/28 15:17", "1"
