"Serial_Number", "User_ID", "Main_Content", "Time", "Max_Word_Indicator"
"Boy-Girl#M.1503681582.A.9F9#00000", "YU0487", "小弟跟女友交往一年左右了 我們目前都是25歲<br><br>她什麼都好 脾氣好 腦袋聰明 外表也漂亮 可是就是有一個奇怪的怪癖 很喜歡在街上大<br>小?<br><br>因為我們是在對彼此沒有很深了解的狀態下交往的 所以我也是交往以後才知道這件事的<br><br>有時候逛街逛一逛她就會要我陪她去角落幫她把風 我一開始不願意說前面有便利商店我<br>們?<br><br>到底要怎麼解決這個問題..溝通數次也沒有用 我應該怎麼辦才好？<br>-----<br>Sent from JPTT on my iPhone<br><br>--<br>", "", ""
"Boy-Girl#M.1503681582.A.9F9#00001", "ersh003", "離開拉免得結婚更麻煩", "08/26 01:20", "0"
"Boy-Girl#M.1503681582.A.9F9#00002", "devilkool", "哪部啦", "08/26 01:21", "0"
"Boy-Girl#M.1503681582.A.9F9#00003", "LLuchia", "怎麼覺得今天板上各種奇女子", "08/26 01:21", "0"
"Boy-Girl#M.1503681582.A.9F9#00004", "FieldGoal", "其實還好吧 我之前也在路上便便過 真的忍不住，隔天回去看還在", "08/26 01:23", "0"
"Boy-Girl#M.1503681582.A.9F9#00005", "terrychan49", "看到這樣我會彈出來", "08/26 01:24", "0"
"Boy-Girl#M.1503681582.A.9F9#00006", "nacy204327", "真的假的......…", "08/26 01:25", "0"
"Boy-Girl#M.1503681582.A.9F9#00007", "Marchosias", "你就張嘴接啊", "08/26 01:25", "0"
"Boy-Girl#M.1503681582.A.9F9#00008", "LLuchia", "顯然這樣做讓她有快感 去看看心理諮商?", "08/26 01:25", "0"
"Boy-Girl#M.1503681582.A.9F9#00009", "a10141013", "中國人", "08/26 01:25", "0"
"Boy-Girl#M.1503681582.A.9F9#00010", "abxtpml56", "感覺是假的…", "08/26 01:26", "0"
"Boy-Girl#M.1503681582.A.9F9#00011", "crimson11", "台灣人？開什麼玩笑 家教這麼差", "08/26 01:26", "0"
"Boy-Girl#M.1503681582.A.9F9#00012", "ss115elite", "那是你的問題吧，真正愛她的話，就該把她野外的排遺吃掉", "08/26 01:26", "1"
"Boy-Girl#M.1503681582.A.9F9#00013", "lilika", "屁啦", "08/26 01:27", "0"
"Boy-Girl#M.1503681582.A.9F9#00014", "jay01062", "這有點猛啊", "08/26 01:28", "0"
"Boy-Girl#M.1503681582.A.9F9#00015", "gg7965977", "中國人？", "08/26 01:28", "0"
"Boy-Girl#M.1503681582.A.9F9#00016", "chilahachila", "你的ID在八卦版一堆廢文", "08/26 01:28", "0"
"Boy-Girl#M.1503681582.A.9F9#00017", "jyekid", "哪部?", "08/26 01:31", "0"
"Boy-Girl#M.1503681582.A.9F9#00018", "Phoebe0503", "你養狗？", "08/26 01:36", "0"
"Boy-Girl#M.1503681582.A.9F9#00019", "atsea", "不要拿日本人的新聞在那亂講", "08/26 01:36", "0"
"Boy-Girl#M.1503681582.A.9F9#00020", "kuter", "你在說你自己?", "08/26 01:37", "0"
"Boy-Girl#M.1503681582.A.9F9#00021", "chase0751", "廢文", "08/26 01:38", "0"
"Boy-Girl#M.1503681582.A.9F9#00022", "lin9n", "很有趣嗎？無聊！", "08/26 01:39", "0"
"Boy-Girl#M.1503681582.A.9F9#00023", "qazxc1156892", "虎爛文", "08/26 01:41", "0"
"Boy-Girl#M.1503681582.A.9F9#00024", "Schwarber12", "蠻無聊", "08/26 01:42", "0"
"Boy-Girl#M.1503681582.A.9F9#00025", "chad60711", "摳連QQ", "08/26 01:43", "0"
"Boy-Girl#M.1503681582.A.9F9#00026", "pocariccw", "不要唬爛", "08/26 02:36", "0"
"Boy-Girl#M.1503681582.A.9F9#00027", "commonjj", "你的左右手很會出水耶，別亂發文了", "08/26 02:39", "0"
"Boy-Girl#M.1503681582.A.9F9#00028", "Latte5566", "手汗請去開刀", "08/26 02:41", "0"
"Boy-Girl#M.1503681582.A.9F9#00029", "ddd1264", "認真嗎....", "08/26 02:41", "0"
"Boy-Girl#M.1503681582.A.9F9#00030", "CCBs", "富貴女友", "08/26 02:47", "0"
"Boy-Girl#M.1503681582.A.9F9#00031", "Audien", "你女友是狗？", "08/26 03:26", "0"
"Boy-Girl#M.1503681582.A.9F9#00032", "heyh", "狗喔", "08/26 03:43", "0"
"Boy-Girl#M.1503681582.A.9F9#00033", "dewi5566", "..", "08/26 04:01", "0"
"Boy-Girl#M.1503681582.A.9F9#00034", "blue09", "廢文", "08/26 05:28", "0"
"Boy-Girl#M.1503681582.A.9F9#00035", "RealWill", "無聊當有趣", "08/26 06:50", "0"
"Boy-Girl#M.1503681582.A.9F9#00036", "GARY44017", "撿起來放袋子就好啦、很難膩？", "08/26 08:27", "0"
"Boy-Girl#M.1503681582.A.9F9#00037", "icq696969", "呵呵呵", "08/26 08:35", "0"
"Boy-Girl#M.1503681582.A.9F9#00038", "Jenny0725", "無聊", "08/26 08:59", "0"
"Boy-Girl#M.1503681582.A.9F9#00039", "sky1429000", "檢舉了", "08/26 09:24", "0"
"Boy-Girl#M.1503681582.A.9F9#00040", "andrewla", "你女友幾隻腳走路?", "08/26 09:24", "0"
"Boy-Girl#M.1503681582.A.9F9#00041", "SilentBob", "三小", "08/26 09:38", "0"
"Boy-Girl#M.1503681582.A.9F9#00042", "zop", "鬼扯", "08/26 09:41", "0"
"Boy-Girl#M.1503681582.A.9F9#00043", "vovo0938", "快開學了，早點準備吧你", "08/26 10:10", "0"
"Boy-Girl#M.1503681582.A.9F9#00044", "Hydra2563", "快醒醒你沒有女朋友", "08/26 10:16", "0"
"Boy-Girl#M.1503681582.A.9F9#00045", "sky7878543", "可憐 智障真的越來越多了", "08/26 10:17", "0"
"Boy-Girl#M.1503681582.A.9F9#00046", "Dominique", "是中國人.....？", "08/26 10:25", "0"
"Boy-Girl#M.1503681582.A.9F9#00047", "Milktea13", "你確定你有女友", "08/26 10:31", "0"
"Boy-Girl#M.1503681582.A.9F9#00048", "zop", "亂板文", "08/26 10:33", "0"
"Boy-Girl#M.1503681582.A.9F9#00049", "meinong", "先有女友再說", "08/26 11:41", "0"
"Boy-Girl#M.1503681582.A.9F9#00050", "husky2", "下禮拜要開學了  暑假作業寫完沒？", "08/26 11:43", "0"
"Boy-Girl#M.1503681582.A.9F9#00051", "zhenglack", "確定女友是人", "08/26 12:15", "0"
"Boy-Girl#M.1503681582.A.9F9#00052", "b9urton9", "你手汗太多了吧，可以搓出垢？？", "08/26 12:25", "0"
"Boy-Girl#M.1503681582.A.9F9#00053", "Buurin", "不噓不行", "08/26 12:48", "0"
"Boy-Girl#M.1503681582.A.9F9#00054", "DogEggz", "可能有暴露癖 可以開發別的方面減少大小便次數", "08/26 12:51", "0"
