"Serial_Number", "User_ID", "Main_Content", "Time", "Max_Word_Indicator"
"Gossiping#M.1561618491.A.8F3#00000", "vic2211", "挺不挺反送中 柯文哲:敵人犯錯不用再補一腳<br><br>https://www.cna.com.tw/news/aipl/201906270153.aspx<br><br>最新更新：2019/06/27 14:18<br><br>中央社記者陳怡璇台北27日電）台北市長柯文哲今天被學生問是否願意公開支持反送中，<br>柯文哲表示，重點不是對單一條例的反應，而是堅持民主自由等價值的理念，並說「敵人<br>犯錯不需要再補一腳」。<br><br>柯文哲今天出席「嗡嗡嗡市政小蜜蜂—2019暑期市政體驗」大專院校組，學生發問環節時<br>，有學生問柯文哲，是否願意公開支持反送中。<br><br>柯文哲表示，重點不是對單一條例的反應，因為單一條例會變來變去，重要的是堅持民主<br>自由多元開放等價值理念，並提到他的民調在反送中期間掉了3至5%，「因為年輕人覺得<br>我該對中國嗆聲，但我覺得敵人犯錯，不需要見獵心喜再補一腳」。<br><br>柯文哲說，這跟買股票概念很像，看是要每天追漲追跌去買還是要長期投資，台灣是小國<br>，但要成為國際上的可靠夥伴，「我是不太贊成政府做什麼事情都追漲追跌...我們批評<br>馬英九看報治國，同樣的我也不喜歡辣台妹這種作風，不是進步國家應有的現象」<br><br>為什麼要年輕人覺得你該對中國嗆聲呢？<br>你選的是中華民國台北市的市長<br>有敵我意識不是常識嗎？<br><br>--<br>", "", ""
"Gossiping#M.1561618491.A.8F3#00001", "tomo1026", "這個言論我不行，你有想過香港人的感受嗎", "61.216.91.84 06/27 14:55", "0"
"Gossiping#M.1561618491.A.8F3#00002", "lmc66", "柯吉霸!!", "211.23.54.28 06/27 14:56", "0"
"Gossiping#M.1561618491.A.8F3#00003", "jeromeee", "他都說敵人了是看不懂中文喔?", "49.216.9.126 06/27 14:56", "0"
"Gossiping#M.1561618491.A.8F3#00004", "HK97", "小英犯錯就猛咬，呵呵", "180.217.135.102 06/27 14:56", "0"
"Gossiping#M.1561618491.A.8F3#00005", "reemir", "答非所問 失敗", "42.75.116.151 06/27 14:56", "0"
"Gossiping#M.1561618491.A.8F3#00006", "akito19", "中肯阿！難道你要兩岸一家仇？", "111.246.133.235 06/27 14:56", "0"
"Gossiping#M.1561618491.A.8F3#00007", "todao", "唉...", "180.217.156.67 06/27 14:56", "0"
"Gossiping#M.1561618491.A.8F3#00008", "demonhell", "居然說中國是敵人！中華台北柯文哲扣10", "114.136.21.165 06/27 14:56", "1"
"Gossiping#M.1561618491.A.8F3#00009", "kusoshun", "敵人犯錯不需要再補一腳，自己人犯錯再捅一刀。", "223.139.70.223 06/27 14:56", "1"
