"Serial_Number", "User_ID", "Main_Content", "Time", "Max_Word_Indicator"
"sex#M.1450773952.A.2A5#00000", "ChinaTaiwan", "他接國三學妹下課　竟在爸爸車上車震　 | 即時新聞 | 20151222 | 蘋果日報<br><br>台北市1名18歲的吳姓男大生，今年上半年開著父親的車子，到以前國中母校接1名國三學<br>妹下課，載往萬華區某地下停車場車震，學妹事後指控吳男涉強制性交，台北地檢署今天<br>偵結，認定吳未違反學妹意願，但她未滿16歲是事實，依與未成年性交罪將吳男起訴。<br><br>起訴表示，吳男與這名國三女生在網路認識，網路聊天時發現就讀同一國中，更有話題，<br>今年上半年的某個下午，吳男開著父親的車子，到國中母校載學妹下課，然後開車到萬華<br>的某個地下停車場停車，再到附近吃飯、逛街。<br><br>直到晚間，吳男要開車載學妹返家時，在車內和學妹發生性關係；學妹事後認為當時被吳<br>男逼迫，向萬華分局控告吳男涉強制性交。<br><br>吳男到案否認性侵，辯指雙方合意；檢方調查，雙方在停車場的車內發生性行為，吳男並<br>未使手任何暴力手段，被害人也有機會掙脫或呼救，但卻沒有，且詳查雙方的Line對話，<br>證實2人性行為是你情我願，被害人指控吳男性侵罪嫌不足不成立；但因吳男明知對方僅<br>是未滿16歲的國三生，還和對方車震，偵結後依與未成年性交罪將他起訴。（法庭中心／<br>台北報導）<br><br>http://www.appledaily.com.tw/realtimenews/article/local/20151222/758584/<br><br>--<br>", "", ""
"sex#M.1450773952.A.2A5#00001", "ChinaTaiwan", "純推ID", "10/29 20:25", "0"
"sex#M.1450773952.A.2A5#00002", "EVILMAYCRY", "純推ID", "12/22 16:46", "0"
"sex#M.1450773952.A.2A5#00003", "timxdada", "再推ID", "12/22 16:47", "0"
"sex#M.1450773952.A.2A5#00004", "p916027", "推ID", "12/22 16:47", "0"
"sex#M.1450773952.A.2A5#00005", "sen042221", "嗯id", "12/22 16:48", "0"
"sex#M.1450773952.A.2A5#00006", "zxc654951", "推ID", "12/22 16:48", "0"
"sex#M.1450773952.A.2A5#00007", "andy26002863", "日行一善", "12/22 16:49", "0"
"sex#M.1450773952.A.2A5#00008", "NX9999", "幫噓", "12/22 16:50", "0"
"sex#M.1450773952.A.2A5#00009", "Bogaerts", "喔", "12/22 16:53", "0"
"sex#M.1450773952.A.2A5#00010", "ko751564", "樓下幫忙", "12/22 16:53", "0"
"sex#M.1450773952.A.2A5#00011", "Qtips", "聖光術", "12/22 16:54", "0"
"sex#M.1450773952.A.2A5#00012", "vodevil", "純推ID", "12/22 16:54", "0"
"sex#M.1450773952.A.2A5#00013", "Zhansir", "推ID", "12/22 16:56", "0"
"sex#M.1450773952.A.2A5#00014", "gilerby", "滾", "12/22 17:00", "0"
"sex#M.1450773952.A.2A5#00015", "Qkusi", "推", "12/22 17:00", "0"
"sex#M.1450773952.A.2A5#00016", "Johnsonsed", "推", "12/22 17:00", "0"
"sex#M.1450773952.A.2A5#00017", "tetsu2008", "China No.90", "12/22 17:02", "0"
"sex#M.1450773952.A.2A5#00018", "jkljkl112233", "TAIWAN NO.1", "12/22 17:05", "0"
"sex#M.1450773952.A.2A5#00019", "sNiWnTi", "純噓ID", "12/22 17:05", "0"
"sex#M.1450773952.A.2A5#00020", "Gnugnir", "China No.1992，給錯 樓下幫", "12/22 17:05", "0"
"sex#M.1450773952.A.2A5#00021", "xiaojibbyo", "(1/1)", "12/22 17:06", "0"
"sex#M.1450773952.A.2A5#00022", "shiiyuan", "每日任務(1/1)", "12/22 17:06", "0"
"sex#M.1450773952.A.2A5#00023", "kim03191230", "這不是來了嗎？", "12/22 17:07", "0"
"sex#M.1450773952.A.2A5#00024", "fhscyt", "純推IF", "12/22 17:07", "0"
"sex#M.1450773952.A.2A5#00025", "XP1", "查雙方Line對話，證實兩人係你情我願。<<畢竟小女生也會癢啊", "12/22 17:07", "1"
"sex#M.1450773952.A.2A5#00026", "purplenight", "噓id", "12/22 17:13", "0"
"sex#M.1450773952.A.2A5#00027", "benson60913", "喔喔哦", "12/22 17:13", "0"
"sex#M.1450773952.A.2A5#00028", "AsamiYuma", "純噓ID", "12/22 17:16", "0"
"sex#M.1450773952.A.2A5#00029", "a27788987", "推id", "12/22 17:17", "0"
"sex#M.1450773952.A.2A5#00030", "s9989769", "ok", "12/22 17:20", "0"
"sex#M.1450773952.A.2A5#00031", "fantiida", "純推ID", "12/22 17:20", "0"
"sex#M.1450773952.A.2A5#00032", "biaowo", "喔.", "12/22 17:23", "0"
"sex#M.1450773952.A.2A5#00033", "FlynnZhang", "跟上", "12/22 17:24", "0"
"sex#M.1450773952.A.2A5#00034", "dysoncat", "喔", "12/22 17:25", "0"
"sex#M.1450773952.A.2A5#00035", "keepwild", "16歲就會誣告 有潛力的pupu", "12/22 17:28", "0"
"sex#M.1450773952.A.2A5#00036", "zoozy", "推推", "12/22 17:30", "0"
"sex#M.1450773952.A.2A5#00037", "y6yv3r4d", "皆噓", "12/22 17:36", "0"
"sex#M.1450773952.A.2A5#00038", "sansir29", "只有汗水", "12/22 17:38", "0"
"sex#M.1450773952.A.2A5#00039", "nexusz", "推", "12/22 17:38", "0"
"sex#M.1450773952.A.2A5#00040", "taiwan81903", "純推ID", "12/22 17:41", "0"
"sex#M.1450773952.A.2A5#00041", "ilovesin", "噓id", "12/22 17:41", "0"
"sex#M.1450773952.A.2A5#00042", "showstare", "id活該被噓", "12/22 17:43", "0"
"sex#M.1450773952.A.2A5#00043", "hwuz", "賤", "12/22 17:43", "0"
"sex#M.1450773952.A.2A5#00044", "melois", "支那狗", "12/22 17:46", "0"
"sex#M.1450773952.A.2A5#00045", "AvalonXD", "Zzzz", "12/22 17:47", "0"
"sex#M.1450773952.A.2A5#00046", "yunon", "噓爆", "12/22 17:47", "0"
"sex#M.1450773952.A.2A5#00047", "aqaq123445", "噓", "12/22 17:50", "0"
"sex#M.1450773952.A.2A5#00048", "luminair", "我車震你媽", "12/22 17:59", "0"
"sex#M.1450773952.A.2A5#00049", "lily0411", "純推id", "12/22 18:02", "0"
"sex#M.1450773952.A.2A5#00050", "cft104", "好ID", "12/22 18:02", "0"
"sex#M.1450773952.A.2A5#00051", "v7408695", "Taiwan no.1", "12/22 18:03", "0"
"sex#M.1450773952.A.2A5#00052", "shifacu", "推推", "12/22 18:07", "0"
"sex#M.1450773952.A.2A5#00053", "prbowiwo", "幫推ID", "12/22 18:15", "0"
"sex#M.1450773952.A.2A5#00054", "Hohenzollern", "對不起我來遲了！One Taiwan比較好", "12/22 18:17", "0"
"sex#M.1450773952.A.2A5#00055", "sss0923", "你知道你的ID很爛嗎", "12/22 18:22", "0"
"sex#M.1450773952.A.2A5#00056", "c780412", "噓", "12/22 18:25", "0"
"sex#M.1450773952.A.2A5#00057", "CrunChoco", "姍姍來遲", "12/22 18:27", "0"
"sex#M.1450773952.A.2A5#00058", "sa748159263", "推ID China NO.426", "12/22 18:28", "0"
"sex#M.1450773952.A.2A5#00059", "j12289368800", "垃圾臭婊，逼逼癢沒爽到就誣告", "12/22 18:31", "0"
"sex#M.1450773952.A.2A5#00060", "hoodr", "價錢談不籠", "12/22 18:34", "0"
"sex#M.1450773952.A.2A5#00061", "alin1028", "純推ID", "12/22 18:37", "0"
"sex#M.1450773952.A.2A5#00062", "caton0916", "每日必噓", "12/22 18:37", "0"
"sex#M.1450773952.A.2A5#00063", "a10207530", "純推", "12/22 18:39", "0"
"sex#M.1450773952.A.2A5#00064", "yifanwei", "純推ID", "12/22 18:41", "0"
"sex#M.1450773952.A.2A5#00065", "mingjane", "Taiwan No.1", "12/22 18:42", "0"
"sex#M.1450773952.A.2A5#00066", "a2912538", "幫補血，樓主辛苦了", "12/22 18:44", "0"
"sex#M.1450773952.A.2A5#00067", "tokiki123", "中臺友好^^", "12/22 18:48", "0"
"sex#M.1450773952.A.2A5#00068", "rogerk1016", "紅的氣息", "12/22 18:57", "0"
"sex#M.1450773952.A.2A5#00069", "moonking3599", "垃圾中國 共產必亡", "12/22 19:04", "0"
"sex#M.1450773952.A.2A5#00070", "jowinvan", "no,87", "12/22 19:08", "0"
"sex#M.1450773952.A.2A5#00071", "thetruth46", "噓", "12/22 19:12", "0"
"sex#M.1450773952.A.2A5#00072", "mavis1201", "給推", "12/22 19:21", "0"
"sex#M.1450773952.A.2A5#00073", "MatsuoNaoki", "Id", "12/22 19:25", "0"
"sex#M.1450773952.A.2A5#00074", "etooxx456", "推", "12/22 19:30", "0"
"sex#M.1450773952.A.2A5#00075", "cha65", "雞諾～", "12/22 19:31", "0"
"sex#M.1450773952.A.2A5#00076", "betterworld", "Id", "12/22 19:34", "0"
"sex#M.1450773952.A.2A5#00077", "johnson20524", "Taiwan No.1!!!!", "12/22 19:35", "0"
"sex#M.1450773952.A.2A5#00078", "BIGHLU", "台灣囊波萬～", "12/22 19:36", "0"
"sex#M.1450773952.A.2A5#00079", "aa20061234", "噓", "12/22 19:37", "0"
"sex#M.1450773952.A.2A5#00080", "mician0989", "每日", "12/22 19:40", "0"
"sex#M.1450773952.A.2A5#00081", "tacochung", "看到這麼多X，不跟進怎麼行", "12/22 19:45", "0"
"sex#M.1450773952.A.2A5#00082", "tacochung", "按太快 補噓", "12/22 19:48", "0"
"sex#M.1450773952.A.2A5#00083", "cho860928", "純推ID", "12/22 19:53", "0"
"sex#M.1450773952.A.2A5#00084", "ggbgbgbg", "幹", "12/22 19:58", "0"
"sex#M.1450773952.A.2A5#00085", "tg1104", "噓", "12/22 20:02", "0"
"sex#M.1450773952.A.2A5#00086", "nash610", "2", "12/22 20:04", "0"
"sex#M.1450773952.A.2A5#00087", "ali810622", "推id", "12/22 20:06", "0"
"sex#M.1450773952.A.2A5#00088", "wushanglin", "台灣#1", "12/22 20:14", "0"
"sex#M.1450773952.A.2A5#00089", "gogogogo4", "純噓ID", "12/22 20:22", "0"
"sex#M.1450773952.A.2A5#00090", "oblivion8732", "新年快樂", "12/22 20:22", "0"
"sex#M.1450773952.A.2A5#00091", "gbaxbox", "推唉底", "12/22 20:42", "0"
"sex#M.1450773952.A.2A5#00092", "ryen71930", "純推ID", "12/22 20:48", "0"
"sex#M.1450773952.A.2A5#00093", "ganumtow", "純推ID", "12/22 20:51", "0"
"sex#M.1450773952.A.2A5#00094", "butting", "純推ID", "12/22 20:56", "0"
"sex#M.1450773952.A.2A5#00095", "opszy", "Taiwan no.1", "12/22 21:01", "0"
"sex#M.1450773952.A.2A5#00096", "www22711597", "斷開魂結，斷開鎖鏈，斷開支那狗的牽連", "12/22 21:09", "0"
"sex#M.1450773952.A.2A5#00097", "oldpeeer", "害我被退文", "12/22 21:10", "0"
"sex#M.1450773952.A.2A5#00098", "cylcwf", "純推ID", "12/22 21:14", "0"
"sex#M.1450773952.A.2A5#00099", "coco5566", "Taiwan no.1", "12/22 21:35", "0"
"sex#M.1450773952.A.2A5#00100", "sbflight", "跟上", "12/22 21:51", "0"
"sex#M.1450773952.A.2A5#00101", "dlija7814", "推ID", "12/22 21:52", "0"
"sex#M.1450773952.A.2A5#00102", "test0401", "滾", "12/22 21:53", "0"
"sex#M.1450773952.A.2A5#00103", "j5579911", "純推ID", "12/22 21:56", "0"
"sex#M.1450773952.A.2A5#00104", "en8846en", "推", "12/22 21:59", "0"
"sex#M.1450773952.A.2A5#00105", "AshengXD", "…", "12/22 22:03", "0"
"sex#M.1450773952.A.2A5#00106", "cartermax1", "悲劇", "12/22 22:04", "0"
"sex#M.1450773952.A.2A5#00107", "bibico0206", "羨慕噓，按錯，樓下幫", "12/22 22:05", "0"
"sex#M.1450773952.A.2A5#00108", "s00c1111", "純噓id", "12/22 22:15", "0"
"sex#M.1450773952.A.2A5#00109", "catman1977", "2626426", "12/22 22:16", "0"
"sex#M.1450773952.A.2A5#00110", "jerrysng", "每日任務達成", "12/22 22:24", "0"
"sex#M.1450773952.A.2A5#00111", "wsxe2007", "Taiwan number one", "12/22 22:49", "0"
"sex#M.1450773952.A.2A5#00112", "Bimatow", "id", "12/22 22:50", "0"
"sex#M.1450773952.A.2A5#00113", "twfoxy", "純推ID", "12/22 22:52", "0"
"sex#M.1450773952.A.2A5#00114", "Eroica321", "可以睡了 耶！台灣中國，一邊一國！", "12/22 22:57", "0"
"sex#M.1450773952.A.2A5#00115", "sun614129", "滾", "12/22 23:01", "0"
"sex#M.1450773952.A.2A5#00116", "icui4cu", "推id", "12/22 23:04", "0"
"sex#M.1450773952.A.2A5#00117", "huokei", "....", "12/22 23:15", "0"
"sex#M.1450773952.A.2A5#00118", "lmichaelv2", "再來啊", "12/22 23:20", "0"
"sex#M.1450773952.A.2A5#00119", "ys392", "上次按錯這補噓", "12/22 23:26", "0"
"sex#M.1450773952.A.2A5#00120", "SilenceWFL", "噓暱稱 噓id", "12/22 23:33", "0"
"sex#M.1450773952.A.2A5#00121", "MirageAngel", "4444444444444444瘸8888888888888888111111116666666", "12/22 23:40", "1"
"sex#M.1450773952.A.2A5#00122", "ejc8657", "Taiwan No.1", "12/22 23:42", "0"
"sex#M.1450773952.A.2A5#00123", "z01346795", "yee", "12/22 23:45", "0"
"sex#M.1450773952.A.2A5#00124", "lkklove86", "唉", "12/22 23:46", "0"
"sex#M.1450773952.A.2A5#00125", "vicmoney", "每日任務", "12/22 23:59", "0"
"sex#M.1450773952.A.2A5#00126", "letmedie", "推", "12/23 00:02", "0"
"sex#M.1450773952.A.2A5#00127", "galikumi", "乖乖", "12/23 00:06", "0"
"sex#M.1450773952.A.2A5#00128", "eno03", "今日任務已解 可以睡了", "12/23 00:08", "0"
"sex#M.1450773952.A.2A5#00129", "jirvan0819", "？", "12/23 00:17", "0"
"sex#M.1450773952.A.2A5#00130", "gab7912", "ㄎㄎ", "12/23 00:20", "0"
"sex#M.1450773952.A.2A5#00131", "cicigogo33", "Taiwan No.1", "12/23 00:24", "0"
"sex#M.1450773952.A.2A5#00132", "Michal1204", "ID", "12/23 00:27", "0"
"sex#M.1450773952.A.2A5#00133", "amg3256", "China No.689", "12/23 00:27", "0"
"sex#M.1450773952.A.2A5#00134", "godgett", "好", "12/23 00:31", "0"
"sex#M.1450773952.A.2A5#00135", "yihyih8384", "推", "12/23 00:35", "0"
"sex#M.1450773952.A.2A5#00136", "ly929", "2沒有壞掉", "12/23 00:36", "0"
"sex#M.1450773952.A.2A5#00137", "jerry0701", "跟風", "12/23 00:40", "0"
"sex#M.1450773952.A.2A5#00138", "october9527", "爛ID", "12/23 00:44", "0"
"sex#M.1450773952.A.2A5#00139", "Unleashed", "跟噓！", "12/23 00:48", "0"
"sex#M.1450773952.A.2A5#00140", "babyQ", "唉", "12/23 00:51", "0"
"sex#M.1450773952.A.2A5#00141", "ajie128", "純", "12/23 00:58", "0"
"sex#M.1450773952.A.2A5#00142", "mushroomting", "推", "12/23 01:02", "0"
"sex#M.1450773952.A.2A5#00143", "max81818", "噓你", "12/23 01:07", "0"
"sex#M.1450773952.A.2A5#00144", "steven0121", "胎灣難波萬", "12/23 01:12", "0"
"sex#M.1450773952.A.2A5#00145", "tony3228891", "滾", "12/23 01:19", "0"
"sex#M.1450773952.A.2A5#00146", "cjleetw", "聖光啊！看那id值得一噓！", "12/23 01:21", "0"
"sex#M.1450773952.A.2A5#00147", "crystal0100", "好久沒有噓", "12/23 01:24", "0"
"sex#M.1450773952.A.2A5#00148", "HaNk0311", "每日任務", "12/23 01:33", "0"
"sex#M.1450773952.A.2A5#00149", "CYZ2228", "每日任務來遲", "12/23 01:40", "0"
"sex#M.1450773952.A.2A5#00150", "AlphaMC", "每日任務(1/1) 達成", "12/23 01:42", "0"
"sex#M.1450773952.A.2A5#00151", "grliu", "噓一下", "12/23 02:02", "0"
"sex#M.1450773952.A.2A5#00152", "cry5566", "台灣南八萬啦！", "12/23 02:12", "0"
"sex#M.1450773952.A.2A5#00153", "wsxe2007", "聖誕節快樂", "12/23 02:26", "0"
"sex#M.1450773952.A.2A5#00154", "lidongyun", "推ID", "12/23 02:42", "0"
"sex#M.1450773952.A.2A5#00155", "violin9458", "Hi", "12/23 03:04", "0"
"sex#M.1450773952.A.2A5#00156", "uaforce", "推", "12/23 03:14", "0"
"sex#M.1450773952.A.2A5#00157", "EAsoN1123", "China", "12/23 09:47", "0"
"sex#M.1450773952.A.2A5#00158", "a3221715", "推不能停", "12/23 09:54", "0"
"sex#M.1450773952.A.2A5#00159", "lee5022", "推id", "12/23 10:17", "0"
"sex#M.1450773952.A.2A5#00160", "a22101664", "尬廣跟上", "12/23 10:34", "0"
