"Serial_Number", "User_ID", "Main_Content", "Time", "Max_Word_Indicator"
"sex#M.1451046100.A.872#00000", "ChinaTaiwan", "一名17歲少女今年初北上陪朋友考學測，當晚寄住新北市板橋區的40多歲已婚表哥家，不<br>料表哥竟涉嫌在少女的果汁內投入安眠藥，等到少女進房昏睡後，又硬塞1顆安眠藥進她<br>嘴裡，再強逼她口交逞慾。表哥挨告後坦承酒後亂性，但否認下藥，還辯稱表妹「不是我<br>的菜」，但新北地檢署查出，男子過去就診時曾領安眠藥服用，不採信其辯詞，今依加重<br>強制性交罪將他起訴。<br><br><br>起訴指出，少女今年1月底從東部北上陪朋友考學測，當晚借住新北板橋表哥家。沒想到<br>表哥竟在她抵達不久後，就暗中在果汁內摻入1顆安眠藥，讓她喝下之後因藥效發作而昏<br>昏欲睡。<br><br><br>少女不久後就進客房睡覺，沒想到表哥竟趁凌晨時分妻子入睡後，溜進客房內再強塞1顆<br>安眠藥進少女嘴裡，等到她昏睡後，表哥隨即脫去其衣物，少女因此驚醒，卻無力抗拒，<br>被強逼口交。<br><br><br>少女事後心理受創甚深，甚至無法集中精神上課，才將此事報告老師並報警。不料表哥到<br>案後雖坦承因酒後亂性而強逼她口交，但否認有下藥，還辯稱表妹「又不是我的菜」。<br><br><br>少女家人證稱，表哥事後曾特地到他們住處下跪道歉，還寫信自白犯行，而檢方查出表哥<br>曾到身心科診所就診並領安眠藥服用，不採信其辯詞，今依加重強制性交罪起訴他。（游<br>仁汶／新北報導）<br><br>http://www.appledaily.com.tw/realtimenews/article/local/20151225/760319/<br><br>--<br>", "", ""
"sex#M.1451046100.A.872#00001", "ChinaTaiwan", "純推ID", "10/29 20:25", "0"
"sex#M.1451046100.A.872#00002", "aa38140", "恩", "12/25 20:23", "0"
"sex#M.1451046100.A.872#00003", "h26021309", "爛", "12/25 20:23", "0"
"sex#M.1451046100.A.872#00004", "as222930", "id", "12/25 20:25", "0"
"sex#M.1451046100.A.872#00005", "shifacu", "每日任務", "12/25 20:26", "0"
"sex#M.1451046100.A.872#00006", "shawn0960", "噓ID", "12/25 20:27", "0"
"sex#M.1451046100.A.872#00007", "jason2325", "Taiwan No. 1", "12/25 20:28", "0"
"sex#M.1451046100.A.872#00008", "stw0975", "閱", "12/25 20:40", "0"
"sex#M.1451046100.A.872#00009", "anyaC", "China no. 19", "12/25 20:41", "0"
"sex#M.1451046100.A.872#00010", "nike5777", "解任務", "12/25 20:43", "0"
"sex#M.1451046100.A.872#00011", "q210216", "新北日常!", "12/25 20:46", "0"
"sex#M.1451046100.A.872#00012", "j12289368800", "垃圾，cd樓下幫", "12/25 20:47", "0"
"sex#M.1451046100.A.872#00013", "harry881210", "這不是來了嗎", "12/25 21:08", "0"
"sex#M.1451046100.A.872#00014", "aa905026", "解任務嘍～", "12/25 21:10", "0"
"sex#M.1451046100.A.872#00015", "gilerby", "滾", "12/25 21:17", "0"
"sex#M.1451046100.A.872#00016", "AndreEthier", "taiwan no.1", "12/25 21:22", "0"
"sex#M.1451046100.A.872#00017", "FxxkCasH", "今日成就get", "12/25 21:23", "0"
"sex#M.1451046100.A.872#00018", "luminair", "你被下藥了", "12/25 21:28", "0"
